web-scraper-order,web-scraper-start-url,expansion
"1647744502-2416","https://www.ncbi.nlm.nih.gov/mesh/?term=Streptozocin","An antibiotic that is produced by Stretomyces achromogenes. It is used as an antineoplastic agent and to induce diabetes in experimental animals."
"1647758663-6098","https://www.ncbi.nlm.nih.gov/mesh/?term=Macaca","A genus of the subfamily CERCOPITHECINAE, family CERCOPITHECIDAE, consisting of 16 species inhabiting forests of Africa, Asia, and the islands of Borneo, Philippines, and Celebes."
"1647747355-3264","https://www.ncbi.nlm.nih.gov/mesh/?term=Mediastinal","A membrane in the midline of the THORAX of mammals. It separates the lungs between the STERNUM in front and the VERTEBRAL COLUMN behind. It also surrounds the HEART, TRACHEA, ESOPHAGUS, THYMUS, and LYMPH NODES."
"1647741705-1379","https://www.ncbi.nlm.nih.gov/mesh/?term=Butyrylcholinesterase","An aspect of cholinesterase (EC 3.1.1.8)."
"1647755281-5362","https://www.ncbi.nlm.nih.gov/mesh/?term=Mucins","High molecular weight mucoproteins that protect the surface of EPITHELIAL CELLS by providing a barrier to particulate matter and microorganisms. Membrane-anchored mucins may have additional roles concerned with protein interactions at the cell surface."
"1647755672-5460","https://www.ncbi.nlm.nih.gov/mesh/?term=Stroke","A group of pathological conditions characterized by sudden, non-convulsive loss of neurological function due to BRAIN ISCHEMIA or INTRACRANIAL HEMORRHAGES. Stroke is classified by the type of tissue NECROSIS, such as the anatomic location, vasculature involved, etiology, age of the affected individual, and hemorrhagic vs. non-hemorrhagic nature. (From Adams et al., Principles of Neurology, 6th ed, pp777-810)"
"1647746017-2858","https://www.ncbi.nlm.nih.gov/mesh/?term=Dimyristoylphosphatidylcholine","null"
"1647755515-5420","https://www.ncbi.nlm.nih.gov/mesh/?term=Hepatectomy","null"
"1647756689-5677","https://www.ncbi.nlm.nih.gov/mesh/?term=Transcriptional","The biosynthesis of RNA carried out on a template of DNA. The biosynthesis of DNA from an RNA template is called REVERSE TRANSCRIPTION."
"1647744184-2304","https://www.ncbi.nlm.nih.gov/mesh/?term=Ischemia","A hypoperfusion of the BLOOD through an organ or tissue caused by a PATHOLOGIC CONSTRICTION or obstruction of its BLOOD VESSELS, or an absence of BLOOD CIRCULATION."
"1647745969-2843","https://www.ncbi.nlm.nih.gov/mesh/?term=IgE","Specific molecular sites on the surface of B- and T-lymphocytes which combine with IgEs. Two subclasses exist: low affinity receptors (Fc epsilon RII) and high affinity receptors (Fc epsilon RI)."
"1647755503-5417","https://www.ncbi.nlm.nih.gov/mesh/?term=Reoperation","A repeat operation for the same condition in the same patient due to disease progression or recurrence, or as followup to failed previous surgery."
"1647756462-5629","https://www.ncbi.nlm.nih.gov/mesh/?term=CD8-Positive","A critical subpopulation of regulatory T-lymphocytes involved in MHC Class I-restricted interactions. They include both cytotoxic T-lymphocytes (T-LYMPHOCYTES, CYTOTOXIC) and CD8+ suppressor T-lymphocytes."
"1647738470-125","https://www.ncbi.nlm.nih.gov/mesh/?term=Sulfhydryl","Compounds containing the -SH radical."
"1647740370-861","https://www.ncbi.nlm.nih.gov/mesh/?term=Mydriasis","Dilation of pupils to greater than 6 mm combined with failure of the pupils to constrict when stimulated with light. This condition may occur due to injury of the pupillary fibers in the oculomotor nerve, in acute angle-closure glaucoma, and in ADIE SYNDROME."
"1647752014-4508","https://www.ncbi.nlm.nih.gov/mesh/?term=Ku","An ATP-dependent DNA HELICASE that preferentially binds SINGLE-STRANDED DNA. It is a heterodimer consisting of an 80 kDa subunit (XRCC5) and 70 kDa subunit (XRCC6) that functions with DNA LIGASE IV in the repair of DOUBLE-STRANDED DNA BREAKS and V(D)J RECOMBINATION."
"1647741652-1358","https://www.ncbi.nlm.nih.gov/mesh/?term=Gonadotropin","Hormones that stimulate gonadal functions such as GAMETOGENESIS and sex steroid hormone production in the OVARY and the TESTIS. Major gonadotropins are glycoproteins produced primarily by the adenohypophysis (GONADOTROPINS, PITUITARY) and the placenta (CHORIONIC GONADOTROPIN). In some species, pituitary PROLACTIN and PLACENTAL LACTOGEN exert some luteotropic activities."
"1647751662-4418","https://www.ncbi.nlm.nih.gov/mesh/?term=Urea","A compound formed in the liver from ammonia produced by the deamination of amino acids. It is the principal end product of protein catabolism and constitutes about one half of the total urinary solids."
"1647743179-1952","https://www.ncbi.nlm.nih.gov/mesh/?term=L-Selectin","Cell adhesion molecule and CD antigen that serves as a homing receptor for lymphocytes to lymph node high endothelial venules."
"1647750753-4159","https://www.ncbi.nlm.nih.gov/mesh/?term=Targeting","A cytoplasmic receptor and peroxin that contains a series of WD40 REPEATS and binds to PEROXISOME TARGETING SIGNAL 2. It is essential for protein import into PEROXISOMES; mutations in the human PEX7 gene are associated with PEROXISOMAL DISORDERS such as Type 1 CHONDRODYSPLASIA PUNCTATA, RHIZOMELIC."
"1647746209-2917","https://www.ncbi.nlm.nih.gov/mesh/?term=Fibrosarcoma","A sarcoma derived from deep fibrous tissue, characterized by bundles of immature proliferating fibroblasts with variable collagen formation, which tends to invade locally and metastasize by the bloodstream. (Stedman, 25th ed)"
"1647759923-6439","https://www.ncbi.nlm.nih.gov/mesh/?term=Tests","Tests to experimentally measure the tumor-producing/cancer cell-producing potency of an agent by administering the agent (e.g., benzanthracenes) and observing the quantity of tumors or the cell transformation developed over a given period of time. The carcinogenicity value is usually measured as milligrams of agent administered per tumor developed. Though this test differs from the DNA-repair and bacterial microsome MUTAGENICITY TESTS, researchers often attempt to correlate the finding of carcinogenicity values and mutagenicity values."
"1647738475-127","https://www.ncbi.nlm.nih.gov/mesh/?term=Myopathy","Acquired, familial, and congenital disorders of SKELETAL MUSCLE and SMOOTH MUSCLE."
"1647751874-4471","https://www.ncbi.nlm.nih.gov/mesh/?term=bcl-2","The B-cell leukemia/lymphoma-2 genes, responsible for blocking apoptosis in normal cells, and associated with follicular lymphoma when overexpressed. Overexpression results from the t(14;18) translocation. The human c-bcl-2 gene is located at 18q24 on the long arm of chromosome 18."
"1647748502-3597","https://www.ncbi.nlm.nih.gov/mesh/?term=Cell-Free","Nucleic acids (DNA or RNA) found circulating in SERUM; PLASMA; or other BODY FLUIDS."
"1647759618-6358","https://www.ncbi.nlm.nih.gov/mesh/?term=Cohort","Studies in which subsets of a defined population are identified. These groups may or may not be exposed to factors hypothesized to influence the probability of the occurrence of a particular disease or other outcome. Cohorts are defined populations which, as a whole, are followed in an attempt to determine distinguishing subgroup characteristics."
"1647744646-2463","https://www.ncbi.nlm.nih.gov/mesh/?term=CXCL2","A CXC chemokine that is synthesized by activated MONOCYTES and NEUTROPHILS. It has specificity for CXCR2 RECEPTORS."
"1647742331-1622","https://www.ncbi.nlm.nih.gov/mesh/?term=Neuropathies","Inherited disorders of the peripheral nervous system associated with the deposition of AMYLOID in nerve tissue. The different clinical types based on symptoms correspond to the presence of a variety of mutations in several different proteins including transthyretin (PREALBUMIN); APOLIPOPROTEIN A-I; and GELSOLIN."
"1647757127-5765","https://www.ncbi.nlm.nih.gov/mesh/?term=Cystectomy","null"
"1647744322-2352","https://www.ncbi.nlm.nih.gov/mesh/?term=Dermatologic","Operative procedures performed on the SKIN."
"1647754205-5059","https://www.ncbi.nlm.nih.gov/mesh/?term=Interdisciplinary","Programs of study which span the traditional boundaries of academic scholarship."
"1647758885-6154","https://www.ncbi.nlm.nih.gov/mesh/?term=TOR","A serine threonine kinase that controls a wide range of growth-related cellular processes. The protein is referred to as the target of RAPAMYCIN due to the discovery that SIROLIMUS (commonly known as rapamycin) forms an inhibitory complex with TACROLIMUS BINDING PROTEIN 1A that blocks the action of its enzymatic activity."
"1647760324-6542","https://www.ncbi.nlm.nih.gov/mesh/?term=Factors","These growth factors are soluble mitogens secreted by a variety of organs. The factors are a mixture of two single chain polypeptides which have affinity to heparin. Their molecular weight are organ and species dependent. They have mitogenic and chemotactic effects and can stimulate endothelial cells to grow and synthesize DNA. The factors are related to both the basic and acidic FIBROBLAST GROWTH FACTORS but have different amino acid sequences."
"1647759013-6199","https://www.ncbi.nlm.nih.gov/mesh/?term=Enzyme-Linked","A method of detection of the number of cells in a sample secreting a specific molecule. With this method, a population of cells are plated over top of the immunosorbent substrate that captures the secreted molecules."
"1647753212-4793","https://www.ncbi.nlm.nih.gov/mesh/?term=Electrophoretic","An electrophoretic technique for assaying the binding of one compound to another. Typically one compound is labeled to follow its mobility during electrophoresis. If the labeled compound is bound by the other compound, then the mobility of the labeled compound through the electrophoretic medium will be retarded."
"1647738882-284","https://www.ncbi.nlm.nih.gov/mesh/?term=Triiodothyronine","A T3 thyroid hormone normally synthesized and secreted by the thyroid gland in much smaller quantities than thyroxine (T4). Most T3 is derived from peripheral monodeiodination of T4 at the 5' position of the outer ring of the iodothyronine nucleus. The hormone finally delivered and used by the tissues is mainly T3."
"1647756473-5631","https://www.ncbi.nlm.nih.gov/mesh/?term=Pneumonectomy","null"
"1647759502-6327","https://www.ncbi.nlm.nih.gov/mesh/?term=7","null"
"1647748168-3501","https://www.ncbi.nlm.nih.gov/mesh/?term=Pyrocarbonate","Preservative for wines, soft drinks, and fruit juices and a gentle esterifying agent."
"1647756094-5551","https://www.ncbi.nlm.nih.gov/mesh/?term=Magnetic","The study of MAGNETIC PHENOMENA."
"1647753569-4875","https://www.ncbi.nlm.nih.gov/mesh/?term=Mutated","A group of PROTEIN SERINE-THREONINE KINASES which activate critical signaling cascades in double strand breaks, APOPTOSIS, and GENOTOXIC STRESS such as ionizing ultraviolet A light, thereby acting as a DNA damage sensor. These proteins play a role in a wide range of signaling mechanisms in cell cycle control."
"1647739415-490","https://www.ncbi.nlm.nih.gov/mesh/?term=Convertase","A serine protease that cleaves multiple COMPLEMENT 5 into COMPLEMENT 5A (anaphylatoxin) and COMPLEMENT 5B in the CLASSICAL COMPLEMENT ACTIVATION PATHWAY. It is a complex of CLASSICAL PATHWAY C3 CONVERTASE (C4b2a) with an additional COMPLEMENT C3B, or C4b2a3b."
"1647739922-687","https://www.ncbi.nlm.nih.gov/mesh/?term=Countershock","An electrical current applied to the HEART to terminate a CARDIAC ARRHYTHMIA."
"1647750462-4087","https://www.ncbi.nlm.nih.gov/mesh/?term=Fragile","Specific loci that show up during KARYOTYPING as a gap (an uncondensed stretch in closer views) on a CHROMATID arm after culturing cells under specific conditions. These sites are associated with an increase in CHROMOSOME FRAGILITY. They are classified as common or rare, and by the specific culture conditions under which they develop. Fragile site loci are named by the letters ""FRA"" followed by a designation for the specific chromosome, and a letter which refers to which fragile site of that chromosome (e.g. FRAXA refers to fragile site A on the X chromosome. It is a rare, folic acid-sensitive fragile site associated with FRAGILE X SYNDROME.)"
"1647747899-3423","https://www.ncbi.nlm.nih.gov/mesh/?term=Seborrheic","A chronic inflammatory disease of the skin with unknown etiology. It is characterized by moderate ERYTHEMA, dry, moist, or greasy (SEBACEOUS GLAND) scaling and yellow crusted patches on various areas, especially the scalp, that exfoliate as dandruff. Seborrheic dermatitis is common in children and adolescents with HIV INFECTIONS."
"1647749917-3960","https://www.ncbi.nlm.nih.gov/mesh/?term=Leiomyosarcoma","A sarcoma containing large spindle cells of smooth muscle. Although it rarely occurs in soft tissue, it is common in the viscera. It is the most common soft tissue sarcoma of the gastrointestinal tract and uterus. The median age of patients is 60 years. (From Dorland, 27th ed; Holland et al., Cancer Medicine, 3d ed, p1865)"
"1647740757-1011","https://www.ncbi.nlm.nih.gov/mesh/?term=Moloney","A replication-defective murine sarcoma virus (SARCOMA VIRUSES, MURINE) isolated from a rhabdomyosarcoma by Moloney in 1966."
"1647749004-3735","https://www.ncbi.nlm.nih.gov/mesh/?term=Microtubules","Slender, cylindrical filaments found in the cytoskeleton of plant and animal cells. They are composed of the protein TUBULIN and are influenced by TUBULIN MODULATORS."
"1647747985-3447","https://www.ncbi.nlm.nih.gov/mesh/?term=omega-N-Methylarginine","null"
"1647745976-2845","https://www.ncbi.nlm.nih.gov/mesh/?term=Basophils","Granular leukocytes characterized by a relatively pale-staining, lobate nucleus and cytoplasm containing coarse dark-staining granules of variable size and stainable by basic dyes."
"1647747456-3293","https://www.ncbi.nlm.nih.gov/mesh/?term=Endings","Branch-like terminations of NERVE FIBERS, sensory or motor NEURONS. Endings of sensory neurons are the beginnings of afferent pathway to the CENTRAL NERVOUS SYSTEM. Endings of motor neurons are the terminals of axons at the muscle cells. Nerve endings which release neurotransmitters are called PRESYNAPTIC TERMINALS."
"1647753631-4889","https://www.ncbi.nlm.nih.gov/mesh/?term=Contig","null"
"1647756820-5703","https://www.ncbi.nlm.nih.gov/mesh/?term=Radiation-Sensitizing","Drugs used to potentiate the effectiveness of radiation therapy in destroying unwanted cells."
"1647750733-4153","https://www.ncbi.nlm.nih.gov/mesh/?term=Connecticut","State bounded on the north by Massachusetts, on the east by Rhode Island, on the south by Long Island Sound, and on the west by New York."
"1647742063-1518","https://www.ncbi.nlm.nih.gov/mesh/?term=Nutritional","The study of NUTRITION PROCESSES during EXERCISE and ATHLETIC PERFORMANCE as well as specific NUTRITIONAL REQUIREMENTS of ATHLETES and the relationship between NUTRITIONAL STATUS and NUTRITION DISORDERS in athletes."
"1647742728-1777","https://www.ncbi.nlm.nih.gov/mesh/?term=Menarche","null"
"1647757515-5841","https://www.ncbi.nlm.nih.gov/mesh/?term=Ubiquitin","A highly conserved 76-amino acid peptide universally found in eukaryotic cells that functions as a marker for intracellular PROTEIN TRANSPORT and degradation. Ubiquitin becomes activated through a series of complicated steps and forms an isopeptide bond to lysine residues of specific proteins within the cell. These ""ubiquitinated"" proteins can be recognized and degraded by proteosomes or be transported to specific compartments within the cell."
"1647754342-5099","https://www.ncbi.nlm.nih.gov/mesh/?term=Proteolysis","Cleavage of proteins into smaller peptides or amino acids either by PROTEASES or non-enzymatically (e.g., Hydrolysis). It does not include Protein Processing, Post-Translational."
"1647751519-4375","https://www.ncbi.nlm.nih.gov/mesh/?term=Marrow","The soft tissue filling the cavities of bones. Bone marrow exists in two types, yellow and red. Yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells. Red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes. Bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells."
"1647748050-3467","https://www.ncbi.nlm.nih.gov/mesh/?term=Polysorbates","null"
"1647749578-3883","https://www.ncbi.nlm.nih.gov/mesh/?term=Molecule","A member of the immunoglobulin superfamily of neuronal cell adhesion molecules that is required for proper nervous system development. Neural cell adhesion molecule L1 consists of six Ig domains, five fibronectin domains, a transmembrane region and an intracellular domain. Two splicing variants are known: a neuronal form that contains a four-amino acid RSLE sequence in the cytoplasmic domain, and a non-neuronal form that lacks the RSLE sequence. Mutations in the L1 gene result in L1 disease. Neural cell adhesion molecule L1 is predominantly expressed during development in neurons and Schwann cells; involved in cell adhesion, neuronal migration, axonal growth and pathfinding, and myelination."
"1647749854-3946","https://www.ncbi.nlm.nih.gov/mesh/?term=Acrolein","Unsaturated three-carbon aldehyde."
"1647739688-596","https://www.ncbi.nlm.nih.gov/mesh/?term=Sevoflurane","null"
"1647758970-6183","https://www.ncbi.nlm.nih.gov/mesh/?term=Evidence-Based","A way of providing emergency medical care that is guided by a thoughtful integration of the best available scientific knowledge with clinical expertise in EMERGENCY MEDICINE. This approach allows the practitioner to critically assess research data, clinical guidelines, and other information resources in order to correctly identify the clinical problem, apply the most high-quality intervention, and re-evaluate the outcome for future improvement."
"1647743956-2227","https://www.ncbi.nlm.nih.gov/mesh/?term=Plasmodium","A genus of protozoa that comprise the malaria parasites of mammals. Four species infect humans (although occasional infections with primate malarias may occur). These are PLASMODIUM FALCIPARUM; PLASMODIUM MALARIAE; PLASMODIUM OVALE, and PLASMODIUM VIVAX. Species causing infection in vertebrates other than man include: PLASMODIUM BERGHEI; PLASMODIUM CHABAUDI; P. vinckei, and PLASMODIUM YOELII in rodents; P. brasilianum, PLASMODIUM CYNOMOLGI; and PLASMODIUM KNOWLESI in monkeys; and PLASMODIUM GALLINACEUM in chickens."
"1647750162-4018","https://www.ncbi.nlm.nih.gov/mesh/?term=Alkaloids","Organic nitrogenous bases. Many alkaloids of medical importance occur in the animal and vegetable kingdoms, and some have been synthesized. (Grant and Hackh's Chemical Dictionary, 5th ed)"
"1647755572-5435","https://www.ncbi.nlm.nih.gov/mesh/?term=Phthalic","Phthalic acid anhydrides. Can be substituted on any carbon atom. Used extensively in industry and as a reagent in the acylation of amino- and hydroxyl groups."
"1647749765-3925","https://www.ncbi.nlm.nih.gov/mesh/?term=Triterpenes","A class of terpenes (the general formula C30H48) formed by the condensation of six isoprene units, equivalent to three terpene units."
"1647755329-5374","https://www.ncbi.nlm.nih.gov/mesh/?term=Tenascin","Hexameric extracellular matrix glycoprotein transiently expressed in many developing organs and often re-expressed in tumors. It is present in the central and peripheral nervous systems as well as in smooth muscle and tendons. (From Kreis and Vale, Guidebook to the Extracellular Matrix and Adhesion Proteins, 1993, p93)"
"1647745850-2810","https://www.ncbi.nlm.nih.gov/mesh/?term=Hemoglobin","The oxygen-carrying proteins of ERYTHROCYTES. They are found in all vertebrates and some invertebrates. The number of globin subunits in the hemoglobin quaternary structure differs between species. Structures range from monomeric to a variety of multimeric arrangements."
"1647748235-3518","https://www.ncbi.nlm.nih.gov/mesh/?term=Acridones","null"
"1647750749-4158","https://www.ncbi.nlm.nih.gov/mesh/?term=Lobular","Neoplasms, usually carcinoma, located within the center of an organ or within small lobes, and in the case of the breast, intraductally. The emphasis of the name is on the location of the neoplastic tissue rather than on its histological type. Most cancers of this type are located in the breast."
"1647742482-1681","https://www.ncbi.nlm.nih.gov/mesh/?term=Cognition","Intellectual or mental process whereby an organism obtains knowledge."
"1647759688-6379","https://www.ncbi.nlm.nih.gov/mesh/?term=Proportional","Statistical models used in survival analysis that assert that the effect of the study factors on the hazard rate in the study population is multiplicative and does not change over time."
"1647740151-776","https://www.ncbi.nlm.nih.gov/mesh/?term=Branchial","A region, of SOMITE development period, that contains a number of paired arches, each with a mesodermal core lined by ectoderm and endoderm on the two sides. In lower aquatic vertebrates, branchial arches develop into GILLS. In higher vertebrates, the arches forms outpouchings and develop into structures of the head and neck. Separating the arches are the branchial clefts or grooves."
"1647758927-6168","https://www.ncbi.nlm.nih.gov/mesh/?term=Cyclooxygenase","Enzyme complexes that catalyze the formation of PROSTAGLANDINS from the appropriate unsaturated FATTY ACIDS, molecular OXYGEN, and a reduced acceptor."
"1647747274-3242","https://www.ncbi.nlm.nih.gov/mesh/?term=Duplicate","Work about simultaneous or successive publishing of identical or near- identical material in two or more different sources without acknowledgment. It differs from reprinted publication in that a reprint cites sources. It differs from PLAGIARISM in that duplicate publication is the product of the same authorship while plagiarism publishes a work or parts of a work of another as one's own."
"1647756949-5729","https://www.ncbi.nlm.nih.gov/mesh/?term=Spectrometry","The measurement of the amplitude of the components of a complex waveform throughout the frequency range of the waveform. (McGraw-Hill Dictionary of Scientific and Technical Terms, 6th ed)"
"1647741255-1204","https://www.ncbi.nlm.nih.gov/mesh/?term=Pentosyltransferases","null"
"1647750676-4138","https://www.ncbi.nlm.nih.gov/mesh/?term=Hypertension","Persistently high systemic arterial BLOOD PRESSURE. Based on multiple readings (BLOOD PRESSURE DETERMINATION), hypertension is currently defined as when SYSTOLIC PRESSURE is consistently greater than 140 mm Hg or when DIASTOLIC PRESSURE is consistently 90 mm Hg or more."
"1647740693-986","https://www.ncbi.nlm.nih.gov/mesh/?term=Aldehydes","Organic compounds containing a carbonyl group in the form -CHO."
"1647739275-436","https://www.ncbi.nlm.nih.gov/mesh/?term=Receptor-Related","LDL-receptor related protein that combines with FRIZZLED RECEPTORS at the cell surface to form receptors that bind WNT PROTEINS. The protein plays an important role in the WNT SIGNALING PATHWAY in OSTEOBLASTS and during EMBRYONIC DEVELOPMENT."
"1647758814-6134","https://www.ncbi.nlm.nih.gov/mesh/?term=c-ret","Receptor protein-tyrosine kinases involved in the signaling of GLIAL CELL-LINE DERIVED NEUROTROPHIC FACTOR ligands. They contain an extracellular cadherin domain and form a receptor complexes with GDNF RECEPTORS. Mutations in ret protein are responsible for HIRSCHSPRUNG DISEASE and MULTIPLE ENDOCRINE NEOPLASIA TYPE 2."
"1647750774-4165","https://www.ncbi.nlm.nih.gov/mesh/?term=Space","An environment simulating one or more parameters of the space environment, applied in testing space systems or components. Often, a closed chamber is used, capable of approximating the vacuum and normal environments of space. (From NASA Thesaurus, 1988) This also includes simulated EXTRAVEHICULAR ACTIVITY studies in atmosphere exposure chambers or water tanks."
"1647752779-4695","https://www.ncbi.nlm.nih.gov/mesh/?term=Phosphotyrosine","An amino acid that occurs in endogenous proteins. Tyrosine phosphorylation and dephosphorylation plays a role in cellular signal transduction and possibly in cell growth control and carcinogenesis."
"1647756516-5640","https://www.ncbi.nlm.nih.gov/mesh/?term=Subsets","A classification of T-lymphocytes, especially into helper/inducer, suppressor/effector, and cytotoxic subsets, based on structurally or functionally different populations of cells."
"1647747286-3246","https://www.ncbi.nlm.nih.gov/mesh/?term=Continent","Structures which collect and store urine and are emptied by catheterization of a cutaneous stoma or internal diversion to the urethra. The reservoirs are surgically created during procedures for urinary diversion."
"1647741969-1481","https://www.ncbi.nlm.nih.gov/mesh/?term=Topical","Fluorides, usually in pastes or gels, used for topical application to reduce the incidence of DENTAL CARIES."
"1647756269-5587","https://www.ncbi.nlm.nih.gov/mesh/?term=alpha-beta","A ubiquitously expressed heterodimeric receptor that is specific for both INTERFERON-ALPHA and INTERFERON-BETA. It is composed of two subunits referred to as IFNAR1 and IFNAR2. The IFNAR2 subunit is believed to serve as the ligand-binding chain; however both chains are required for signal transduction. The interferon alpha-beta receptor signals through the action of JANUS KINASES such as the TYK2 KINASE."
"1647753478-4854","https://www.ncbi.nlm.nih.gov/mesh/?term=Aneuploidy","The chromosomal constitution of cells which deviate from the normal by the addition or subtraction of CHROMOSOMES, chromosome pairs, or chromosome fragments. In a normally diploid cell (DIPLOIDY) the loss of a chromosome pair is termed nullisomy (symbol: 2N-2), the loss of a single chromosome is MONOSOMY (symbol: 2N-1), the addition of a chromosome pair is tetrasomy (symbol: 2N+2), the addition of a single chromosome is TRISOMY (symbol: 2N+1)."
"1647746500-3003","https://www.ncbi.nlm.nih.gov/mesh/?term=Mesentery","A layer of the peritoneum which attaches the abdominal viscera to the ABDOMINAL WALL and conveys their blood vessels and nerves."
"1647756317-5598","https://www.ncbi.nlm.nih.gov/mesh/?term=Claudins","null"
"1647750302-4046","https://www.ncbi.nlm.nih.gov/mesh/?term=Malaysia","null"
"1647758940-6173","https://www.ncbi.nlm.nih.gov/mesh/?term=Serum-Free","CULTURE MEDIA free of serum proteins but including the minimal essential substances required for cell growth. This type of medium avoids the presence of extraneous substances that may affect cell proliferation or unwanted activation of cells."
"1647760152-6498","https://www.ncbi.nlm.nih.gov/mesh/?term=Cells","The fundamental, structural, and functional units or subunits of living organisms. They are composed of CYTOPLASM containing various ORGANELLES and a CELL MEMBRANE boundary."
"1647758988-6190","https://www.ncbi.nlm.nih.gov/mesh/?term=Mutagenesis","Process of generating a genetic MUTATION. It may occur spontaneously or be induced by MUTAGENS."
"1647745406-2686","https://www.ncbi.nlm.nih.gov/mesh/?term=Apyrimidinic","A DNA repair enzyme that catalyses the excision of ribose residues at apurinic and apyrimidinic DNA sites that can result from the action of DNA GLYCOSYLASES. The enzyme catalyzes a beta-elimination reaction in which the C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is broken, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate. This enzyme was previously listed under EC 3.1.25.2."
"1647753148-4778","https://www.ncbi.nlm.nih.gov/mesh/?term=Hypereosinophilic","A heterogeneous group of disorders with the common feature of prolonged eosinophilia of unknown cause and associated organ system dysfunction, including the heart, central nervous system, kidneys, lungs, gastrointestinal tract, and skin. There is a massive increase in the number of EOSINOPHILS in the blood, mimicking leukemia, and extensive eosinophilic infiltration of the various organs."
"1647743146-1939","https://www.ncbi.nlm.nih.gov/mesh/?term=Parathyroid","Two pairs of small oval-shaped glands located in the front and the base of the NECK and adjacent to the two lobes of THYROID GLAND. They secrete PARATHYROID HORMONE that regulates the balance of CALCIUM; PHOSPHORUS; and MAGNESIUM in the body."
"1647758174-5982","https://www.ncbi.nlm.nih.gov/mesh/?term=Interleukin-1beta","An interleukin-1 subtype that is synthesized as an inactive membrane-bound pro-protein. Proteolytic processing of the precursor form by CASPASE 1 results in release of the active form of interleukin-1beta from the membrane."
"1647748047-3466","https://www.ncbi.nlm.nih.gov/mesh/?term=Trifluoroethanol","A non-aqueous co-solvent that serves as tool to study protein folding. It is also used in various pharmaceutical, chemical and engineering applications."
"1647749332-3823","https://www.ncbi.nlm.nih.gov/mesh/?term=Oxidase","The class of all enzymes catalyzing oxidoreduction reactions. The substrate that is oxidized is regarded as a hydrogen donor. The systematic name is based on donor:acceptor oxidoreductase. The recommended name will be dehydrogenase, wherever this is possible; as an alternative, reductase can be used. Oxidase is only used in cases where O2 is the acceptor. (Enzyme Nomenclature, 1992, p9)"
"1647745764-2786","https://www.ncbi.nlm.nih.gov/mesh/?term=Submucous","One of two ganglionated neural networks which together form the enteric nervous system. The submucous (Meissner's) plexus is in the connective tissue of the submucosa. Its neurons innervate the epithelium, blood vessels, endocrine cells, other submucosal ganglia, and myenteric ganglia, and play an important role in regulating ion and water transport. (From FASEB J 1989;3:127-38)"
"1647754639-5189","https://www.ncbi.nlm.nih.gov/mesh/?term=Chondroma","A benign neoplasm derived from mesodermal cells that form cartilage. It may remain within the substance of a cartilage or bone (true chondroma or enchondroma) or may develop on the surface of a cartilage (ecchondroma or ecchondrosis). (Dorland, 27th ed; Stedman, 25th ed)"
"1647747254-3235","https://www.ncbi.nlm.nih.gov/mesh/?term=Anoctamin-1","An anoctamin chloride channel expressed at high levels in the liver, skeletal muscle, and gastrointestinal muscles that functions in transepithelial anion transport and smooth muscle contraction. It is essential for the function of the INTERSTITIAL CELLS OF CAJAL and plays a major role in chloride conduction by airway epithelial cells and in tracheal cartilage development."
"1647752798-4699","https://www.ncbi.nlm.nih.gov/mesh/?term=Inhalation","The act of BREATHING in."
"1647740437-887","https://www.ncbi.nlm.nih.gov/mesh/?term=Emergencies","Situations or conditions requiring immediate intervention to avoid serious adverse results."
"1647742878-1835","https://www.ncbi.nlm.nih.gov/mesh/?term=Ginger","Deciduous plant rich in volatile oil (OILS, VOLATILE). It is used as a flavoring agent and has many other uses both internally and topically."
"1647748113-3484","https://www.ncbi.nlm.nih.gov/mesh/?term=Cholinergic","Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of ACETYLCHOLINE, and drugs that affect the survival of cholinergic neurons. The term cholinergic agents is sometimes still used in the narrower sense of MUSCARINIC AGONISTS, although most modern texts discourage that usage."
"1647741654-1359","https://www.ncbi.nlm.nih.gov/mesh/?term=Chorionic","The outermost extra-embryonic membrane surrounding the developing embryo. In REPTILES and BIRDS, it adheres to the shell and allows exchange of gases between the egg and its environment. In MAMMALS, the chorion evolves into the fetal contribution of the PLACENTA."
"1647746791-3093","https://www.ncbi.nlm.nih.gov/mesh/?term=Teratoma","A true neoplasm composed of a number of different types of tissue, none of which is native to the area in which it occurs. It is composed of tissues that are derived from three germinal layers, the endoderm, mesoderm, and ectoderm. They are classified histologically as mature (benign) or immature (malignant). (From DeVita Jr et al., Cancer: Principles and Practice of Oncology, 3d ed, p1642)"
"1647740643-967","https://www.ncbi.nlm.nih.gov/mesh/?term=Intraoperative","The systematic checking of the condition and function of a patient's CENTRAL NERVOUS SYSTEM during the course of a surgical operation."
"1647739502-524","https://www.ncbi.nlm.nih.gov/mesh/?term=Bepridil","null"
